iter	Accuracy	Logloss
1707	0.9999720288	0.006576184642
1708	0.9999720288	0.006576167501
1709	0.9999720288	0.006576118105
1710	0.9999720288	0.006576107842
1711	0.9999720288	0.006576102566
1712	0.9999720288	0.006576098521
1713	0.9999720288	0.006576063907
1714	0.9999720288	0.006576057117
1715	0.9999720288	0.006573265539
1716	0.9999720288	0.006570810287
1717	0.9999720288	0.00657080226
1718	0.9999720288	0.006570791136
1719	0.9999720288	0.00657077792
1720	0.9999720288	0.006570747554
1721	0.9999720288	0.006570726639
1722	0.9999720288	0.006570711316
1723	0.9999720288	0.006570653995
1724	0.9999720288	0.006570538676
1725	0.9999720288	0.006570403771
1726	0.9999720288	0.006570380128
1727	0.9999720288	0.006570380128
1728	0.9999720288	0.006570376178
1729	0.9999720288	0.006570352371
1730	0.9999720288	0.006570345669
1731	0.9999720288	0.006570303873
1732	0.9999720288	0.006552770769
1733	0.9999720288	0.006552765896
1734	0.9999720288	0.006552765896
1735	0.9999720288	0.006552286863
1736	0.9999720288	0.006552274969
1737	0.9999720288	0.006550204557
1738	0.9999720288	0.00652695156
1739	0.9999720288	0.006526943616
1740	0.9999720288	0.006519705104
1741	0.9999720288	0.006519664394
1742	0.9999720288	0.006519654286
1743	0.9999720288	0.006519591082
1744	0.9999720288	0.006519509722
1745	0.9999720288	0.006519465645
1746	0.9999720288	0.006506817238
1747	0.9999720288	0.006506817238
1748	0.9999720288	0.006506814764
1749	0.9999720288	0.006506814764
1750	0.9999720288	0.006506788027
1751	0.9999720288	0.006506724003
1752	0.9999720288	0.006506712165
1753	0.9999720288	0.0065067001
1754	0.9999720288	0.006506693256
1755	0.9999720288	0.006506680093
1756	0.9999720288	0.006506655696
1757	0.9999720288	0.006506644041
1758	0.9999720288	0.006506641347
1759	0.9999720288	0.006506641347
1760	0.9999720288	0.006506587562
1761	0.9999720288	0.00650655788
1762	0.9999720288	0.00650653266
1763	0.9999720288	0.006506516497
1764	0.9999720288	0.006506370307
1765	0.9999720288	0.006506243732
1766	0.9999720288	0.006506235624
1767	0.9999720288	0.006506183919
1768	0.9999720288	0.006506150938
1769	0.9999720288	0.006506111446
1770	0.9999720288	0.006506077173
1771	0.9999720288	0.006506053918
1772	0.9999720288	0.006506027523
1773	0.9999720288	0.006506025783
1774	0.9999720288	0.006506005192
1775	0.9999720288	0.006505993304
1776	0.9999720288	0.006505993304
1777	0.9999720288	0.006502535704
1778	0.9999720288	0.006502522201
1779	0.9999720288	0.006502489419
1780	0.9999720288	0.006502473494
1781	0.9999720288	0.006502448038
1782	0.9999720288	0.00650244596
1783	0.9999720288	0.006502415907
1784	0.9999720288	0.006502203177
1785	0.9999720288	0.006502165724
1786	0.9999720288	0.006502031141
1787	0.9999720288	0.006501958463
1788	0.9999720288	0.006501950187
1789	0.9999720288	0.006501933835
1790	0.9999720288	0.006501931868
1791	0.9999720288	0.006501862926
1792	0.9999720288	0.006501861332
1793	0.9999720288	0.006501850506
1794	0.9999720288	0.006501839737
1795	0.9999720288	0.006501837596
1796	0.9999720288	0.006501798682
1797	0.9999720288	0.006501704484
1798	0.9999720288	0.006501664321
1799	0.9999720288	0.006501340572
1800	0.9999720288	0.006500947223
1801	0.9999720288	0.006500931991
1802	0.9999720288	0.006500914579
1803	0.9999720288	0.006498935569
1804	0.9999720288	0.006498917249
1805	0.9999720288	0.006498897461
1806	0.9999720288	0.006498897461
1807	0.9999720288	0.006498882394
1808	0.9999720288	0.006498848696
1809	0.9999720288	0.006498848696
1810	0.9999720288	0.006498713476
1811	0.9999720288	0.006498670009
1812	0.9999720288	0.006498558085
1813	0.9999720288	0.006498537423
1814	0.9999720288	0.006498537423
1815	0.9999720288	0.006498530878
1816	0.9999720288	0.006498521789
1817	0.9999720288	0.006498306247
1818	0.9999720288	0.006498289006
1819	0.9999720288	0.006498285783
1820	0.9999720288	0.006498283305
1821	0.9999720288	0.006498230286
1822	0.9999720288	0.006483128038
1823	0.9999720288	0.006483118336
1824	0.9999720288	0.006483112098
1825	0.9999720288	0.006483104699
1826	0.9999720288	0.006483069422
1827	0.9999720288	0.006450382641
1828	0.9999720288	0.006433204093
1829	0.9999720288	0.006433200269
1830	0.9999720288	0.006433184553
1831	0.9999720288	0.006433181891
1832	0.9999720288	0.006433169593
1833	0.9999720288	0.006433148309
1834	0.9999720288	0.006433148309
1835	0.9999720288	0.006431574923
1836	0.9999720288	0.006431458383
1837	0.9999720288	0.006431419449
1838	0.9999720288	0.006430057259
1839	0.9999720288	0.006412786121
1840	0.9999720288	0.006412771017
1841	0.9999720288	0.006412763096
1842	0.9999720288	0.006412725079
1843	0.9999720288	0.006412705423
1844	0.9999720288	0.006412677892
1845	0.9999720288	0.006408084123
1846	0.9999720288	0.006408076746
1847	0.9999720288	0.006408047368
1848	0.9999720288	0.006408029993
1849	0.9999720288	0.006408010308
1850	0.9999720288	0.00640798193
1851	0.9999720288	0.006407979493
1852	0.9999720288	0.006407882122
1853	0.9999720288	0.006407814476
1854	0.9999720288	0.006407702218
1855	0.9999720288	0.006407690771
1856	0.9999720288	0.006407651752
1857	0.9999720288	0.0064075895
1858	0.9999720288	0.006407459
1859	0.9999720288	0.00640742784
1860	0.9999720288	0.006407420574
1861	0.9999720288	0.00640738053
1862	0.9999720288	0.006407366525
1863	0.9999720288	0.0064073599
1864	0.9999720288	0.006407350826
1865	0.9999720288	0.006407296066
1866	0.9999720288	0.006407288142
1867	0.9999720288	0.006407271823
1868	0.9999720288	0.006407254657
1869	0.9999720288	0.00640725171
1870	0.9999720288	0.006407248978
1871	0.9999720288	0.006407238314
1872	0.9999720288	0.00640722079
1873	0.9999720288	0.006407214077
1874	0.9999720288	0.006407192646
1875	0.9999720288	0.006407111842
1876	0.9999720288	0.006407109745
1877	0.9999720288	0.006407098259
1878	0.9999720288	0.006404295051
1879	0.9999720288	0.006404272292
1880	0.9999720288	0.006404182968
1881	0.9999720288	0.006404172552
1882	0.9999720288	0.0064040343
1883	0.9999720288	0.006396956427
1884	0.9999720288	0.006365655074
1885	0.9999720288	0.006365604746
1886	0.9999720288	0.006365582966
1887	0.9999720288	0.006347037224
1888	0.9999720288	0.006347037224
1889	0.9999720288	0.006347010718
1890	0.9999720288	0.006346976297
1891	0.9999720288	0.00634696236
1892	0.9999720288	0.0063469478
1893	0.9999720288	0.006346925882
1894	0.9999720288	0.0063469039
1895	0.9999720288	0.006346882475
1896	0.9999720288	0.006346879156
1897	0.9999720288	0.006344813122
1898	0.9999720288	0.006344763664
1899	0.9999720288	0.006344751017
1900	0.9999720288	0.006344410788
1901	0.9999720288	0.006344403103
1902	0.9999720288	0.006344402135
1903	0.9999720288	0.006344393143
1904	0.9999720288	0.006344376457
1905	0.9999720288	0.00634436841
1906	0.9999720288	0.006344332783
1907	0.9999720288	0.006341997644
1908	0.9999720288	0.006341970417
1909	0.9999720288	0.006341963169
1910	0.9999720288	0.006341961207
1911	0.9999720288	0.00634195533
1912	0.9999720288	0.006341899172
1913	0.9999720288	0.006341885159
1914	0.9999720288	0.006341877067
1915	0.9999720288	0.006341877067
1916	0.9999720288	0.006341870262
1917	0.9999720288	0.006338484138
1918	0.9999720288	0.00633784818
1919	0.9999720288	0.00633784147
1920	0.9999720288	0.006337832831
1921	0.9999720288	0.006337826511
1922	0.9999720288	0.006337826511
1923	0.9999720288	0.006337826511
1924	0.9999720288	0.006337822441
1925	0.9999720288	0.006337779708
1926	0.9999720288	0.006337545347
1927	0.9999720288	0.006337545347
1928	0.9999720288	0.006337382291
1929	0.9999720288	0.00633735218
1930	0.9999720288	0.006337325279
1931	0.9999720288	0.006337303335
1932	0.9999720288	0.006337290934
1933	0.9999720288	0.006336877201
1934	0.9999720288	0.006336814497
1935	0.9999720288	0.00633678679
1936	0.9999720288	0.006336761956
1937	0.9999720288	0.006336735693
1938	0.9999720288	0.006336719513
1939	0.9999720288	0.006336714102
1940	0.9999720288	0.006336712081
1941	0.9999720288	0.006336712081
1942	0.9999720288	0.006336712081
1943	0.9999720288	0.006336706908
1944	0.9999720288	0.006336665993
1945	0.9999720288	0.006336662092
1946	0.9999720288	0.006336653635
1947	0.9999720288	0.006336620602
1948	0.9999720288	0.006336618254
1949	0.9999720288	0.006336585765
1950	0.9999720288	0.006336569274
1951	0.9999720288	0.006336564731
1952	0.9999720288	0.006336554955
1953	0.9999720288	0.006336545038
1954	0.9999720288	0.006336517431
1955	0.9999720288	0.006336513519
1956	0.9999720288	0.006336500774
1957	0.9999720288	0.006334424118
1958	0.9999720288	0.006334407577
1959	0.9999720288	0.006334388043
1960	0.9999720288	0.006334388043
1961	0.9999720288	0.006334358927
1962	0.9999720288	0.00633434057
1963	0.9999720288	0.00633434057
1964	0.9999720288	0.006334056938
1965	0.9999720288	0.006334050418
1966	0.9999720288	0.00633403235
1967	0.9999720288	0.006333814459
1968	0.9999720288	0.006333745412
1969	0.9999720288	0.006333702188
1970	0.9999720288	0.006333669602
1971	0.9999720288	0.006333497914
1972	0.9999720288	0.006333472254
1973	0.9999720288	0.006333445129
1974	0.9999720288	0.006333419801
1975	0.9999720288	0.006333362673
1976	0.9999720288	0.00633334586
1977	0.9999720288	0.006333321945
1978	0.9999720288	0.006333238867
1979	0.9999720288	0.006333232482
1980	0.9999720288	0.006333225236
1981	0.9999720288	0.006333179293
1982	0.9999720288	0.006333179293
1983	0.9999720288	0.006333159748
1984	0.9999720288	0.006333149702
1985	0.9999720288	0.006333149702
1986	0.9999720288	0.006333147597
1987	0.9999720288	0.006332889144
1988	0.9999720288	0.0063328689
1989	0.9999720288	0.0063328689
1990	0.9999720288	0.006332866256
1991	0.9999720288	0.006332851083
1992	0.9999720288	0.006332840375
1993	0.9999720288	0.006332259568
1994	0.9999720288	0.006306364665
1995	0.9999720288	0.006306336213
1996	0.9999720288	0.006306323838
1997	0.9999720288	0.006306121985
1998	0.9999720288	0.006306106889
1999	0.9999720288	0.006306065824
